Timestamp,Feature,Value
0,AccelerationX,0.2980165102491941
1,AccelerationX,0.2765854931961189
2,AccelerationX,0.3461393915299402
3,AccelerationX,0.3825776547789683
4,AccelerationX,0.36958210040912437
5,AccelerationX,0.35322394034999244
6,AccelerationX,0.32342203219756854
7,AccelerationX,0.3050595274587916
0,AccelerationY,0.2845113022016086
1,AccelerationY,0.2749428947615859
2,AccelerationY,0.2891650659525696
3,AccelerationY,0.31385131532893906
4,AccelerationY,0.30392268114272347
5,AccelerationY,0.28112231671508453
6,AccelerationY,0.2453413229894424
7,AccelerationY,0.2472223024835278
0,AccelerationZ,0.38790377462595343
1,AccelerationZ,0.34389767208283273
2,AccelerationZ,0.3013299256714153
3,AccelerationZ,0.29988358090862743
4,AccelerationZ,0.35383235062449714
5,AccelerationZ,0.35990108920203284
6,AccelerationZ,0.35141015229548933
7,AccelerationZ,0.39494705503250277
0,RRX,0.36084582379975483
1,RRX,0.34990965015406955
2,RRX,0.33651400103837875
3,RRX,0.3150212325884547
4,RRX,0.2837519173088368
5,RRX,0.23972725804004397
6,RRX,0.22972220387848136
7,RRX,0.21808584875042494
0,RRY,0.43779023530713634
1,RRY,0.3664093866827441
2,RRY,0.2997259640275891
3,RRY,0.2647571960881184
4,RRY,0.28487429592588254
5,RRY,0.29760656385107787
6,RRY,0.30506370225909957
7,RRY,0.31116975911323175
0,RRZ,0.45417451784468316
1,RRZ,0.40820345869410923
2,RRZ,0.40509587107597766
3,RRZ,0.386765879279888
4,RRZ,0.3715567879063751
5,RRZ,0.4278609540305836
6,RRZ,0.4521138758087764
7,RRZ,0.4246970255464022
0,x+y+z,0.2624913619726222
1,x+y+z,0.2845360782431802
2,x+y+z,0.27222619914597673
3,x+y+z,0.25262001813153545
4,x+y+z,0.2541264597293505
5,x+y+z,0.29842824584240124
6,x+y+z,0.28568070632392156
7,x+y+z,0.2998128389863447
0,x+y,0.38233155386011713
1,x+y,0.35107945341260577
2,x+y,0.3524558424618225
3,x+y,0.32155496126162886
4,x+y,0.2823474368759065
5,x+y,0.27116779845100925
6,x+y,0.27310982098142816
7,x+y,0.3013163525681911
0,y+z,0.2874569096813365
1,y+z,0.2810365822145267
2,y+z,0.29358218864932784
3,y+z,0.38323833150260905
4,y+z,0.38763041573192253
5,y+z,0.3791681782465409
6,y+z,0.35159414099726916
7,y+z,0.33721993876200296
0,x+z,0.33333985189399135
1,x+z,0.323330243417117
2,x+z,0.3576088366813007
3,x+z,0.3439484106675721
4,x+z,0.3367085989146124
5,x+z,0.2946341893436661
6,x+z,0.26824347433303386
7,x+z,0.26425965958918435
0,x*y*z,0.42705306034815904
1,x*y*z,0.43364524861529546
2,x*y*z,0.3677093979220112
3,x*y*z,0.2945977286365495
4,x*y*z,0.27931840161467714
5,x*y*z,0.2789487624542508
6,x*y*z,0.27118396163476727
7,x*y*z,0.28109556563153876
0,x*y,0.3249410301459842
1,x*y,0.2891693290802761
2,x*y,0.2905908834683676
3,x*y,0.26567381647528177
4,x*y,0.26185555829066387
5,x*y,0.2610440190119562
6,x*y,0.23011564676165336
7,x*y,0.2347726168839108
0,y*z,0.29576249584974074
1,y*z,0.3261694766904086
2,y*z,0.3207884045951369
3,y*z,0.31730743361064745
4,y*z,0.3172186580993228
5,y*z,0.3170349656451468
6,y*z,0.3056207712203992
7,y*z,0.34361551631453646
0,x*z,0.33814482712407495
1,x*z,0.33491128906341905
2,x*z,0.3432514954499439
3,x*z,0.3560504676816134
4,x*z,0.3275449610008542
5,x*z,0.29745267604914233
6,x*z,0.29800444653136376
7,x*z,0.32832763867123627
0,p+r+w,0.5031672815435048
1,p+r+w,0.4424226939866266
2,p+r+w,0.4165907797724537
3,p+r+w,0.37442981039732676
4,p+r+w,0.33675946206421614
5,p+r+w,0.31192570669748415
6,p+r+w,0.2972005360075752
7,p+r+w,0.2766359033493545
0,p+r,0.4332191907285401
1,p+r,0.3945632444168973
2,p+r,0.3584825848915236
3,p+r,0.30913502170239654
4,p+r,0.29022660547160817
5,p+r,0.2618164918047043
6,p+r,0.2628753611185573
7,p+r,0.2549625049628562
0,r+w,0.5348099307472749
1,r+w,0.45796007724348503
2,r+w,0.4215870054562802
3,r+w,0.3772814557508678
4,r+w,0.34729033966117423
5,r+w,0.35228881868732903
6,r+w,0.3418015973465849
7,r+w,0.3194622195428156
0,p+w,0.49324673766506333
1,p+w,0.4475452848090298
2,p+w,0.43837744457088745
3,p+w,0.400962126095314
4,p+w,0.3493947134438721
5,p+w,0.3262707987283335
6,p+w,0.3182878471317076
7,p+w,0.28650899696803817
0,p*r*w,0.4013350370220503
1,p*r*w,0.37730768855396335
2,p*r*w,0.35077561848605626
3,p*r*w,0.33090331953713586
4,p*r*w,0.31064094618397226
5,p*r*w,0.2708947080934632
6,p*r*w,0.26542871027484727
7,p*r*w,0.25349944294942006
0,p*r,0.38775093216964696
1,p*r,0.35544167127433024
2,p*r,0.3663406990980786
3,p*r,0.35036517289939717
4,p*r,0.3299340692853707
5,p*r,0.2837675897522357
6,p*r,0.2763981786855858
7,p*r,0.2780033106189144
0,r*w,0.38774788662728443
1,r*w,0.3889923114423063
2,r*w,0.37189989300090875
3,r*w,0.3603986407834215
4,r*w,0.3658937863106409
5,r*w,0.3790319274944568
6,r*w,0.3794366742122988
7,r*w,0.33875365820319003
0,p*w,0.37707081090243527
1,p*w,0.3578632976903034
2,p*w,0.3594185631019407
3,p*w,0.357439612533919
4,p*w,0.35549716459237907
5,p*w,0.35208087791420206
6,p*w,0.3590050707843281
7,p*w,0.34331250183932654
