Timestamp,Feature,Value
0,AccelerationX,0.1842229049789794
1,AccelerationX,0.1977478828860934
2,AccelerationX,0.1944511416856215
3,AccelerationX,0.1857477756382717
4,AccelerationX,0.2008923066799351
5,AccelerationX,0.24858935490813125
6,AccelerationX,0.3587544752667903
7,AccelerationX,0.4270804771700937
8,AccelerationX,0.39885555542646317
9,AccelerationX,0.3929644867039602
10,AccelerationX,0.3766456248825
11,AccelerationX,0.3603518700278594
12,AccelerationX,0.3503177162634964
13,AccelerationX,0.31168622813140673
14,AccelerationX,0.2794873591603342
15,AccelerationX,0.24986867914607425
16,AccelerationX,0.2542566403479371
17,AccelerationX,0.26067524503550255
18,AccelerationX,0.2335888552696943
19,AccelerationX,0.2514721723797216
20,AccelerationX,0.2538345161111126
21,AccelerationX,0.22256535462248858
22,AccelerationX,0.19667099265379107
0,AccelerationY,0.18211336901687342
1,AccelerationY,0.1775328080547739
2,AccelerationY,0.19645188169186367
3,AccelerationY,0.22570064489020678
4,AccelerationY,0.28126798227786187
5,AccelerationY,0.2781359198984809
6,AccelerationY,0.2946484569473489
7,AccelerationY,0.2774637928575893
8,AccelerationY,0.3378280327549882
9,AccelerationY,0.35750305227276724
10,AccelerationY,0.3541041439306703
11,AccelerationY,0.34871875987895967
12,AccelerationY,0.3181416440632242
13,AccelerationY,0.31041656132711437
14,AccelerationY,0.30457470860675817
15,AccelerationY,0.30402730187234484
16,AccelerationY,0.2664058737577429
17,AccelerationY,0.2564992362295393
18,AccelerationY,0.2666454949013193
19,AccelerationY,0.24814575556809143
20,AccelerationY,0.2459475442190075
21,AccelerationY,0.2494216051240804
22,AccelerationY,0.23810264393190378
0,AccelerationZ,0.16813534851581893
1,AccelerationZ,0.1783808192475441
2,AccelerationZ,0.20563715387824574
3,AccelerationZ,0.22600782948889211
4,AccelerationZ,0.2335940273789999
5,AccelerationZ,0.2502214813005668
6,AccelerationZ,0.24964414820932734
7,AccelerationZ,0.24194933241954594
8,AccelerationZ,0.23280430333671615
9,AccelerationZ,0.20930474973139918
10,AccelerationZ,0.18908021089610796
11,AccelerationZ,0.18737447560344234
12,AccelerationZ,0.20385347071696452
13,AccelerationZ,0.1994814227625385
14,AccelerationZ,0.23435884185366931
15,AccelerationZ,0.27283101016417804
16,AccelerationZ,0.29330173409783844
17,AccelerationZ,0.3114693091518825
18,AccelerationZ,0.32854017743416597
19,AccelerationZ,0.33280506744485877
20,AccelerationZ,0.31418910264478905
21,AccelerationZ,0.2916602915970693
