AccelerationX,AccelerationY,AccelerationZ,RRX,RRY,RRZ,x+y+z,x+y,y+z,x+z,x*y*z,x*y,y*z,x*z,p+r+w,p+r,r+w,p+w,p*r*w,p*r,r*w,p*w
"[0.6751947926485642, 0.7036718067051814, 0.7333225177682756, 0.7549513476409802, 0.7982952439277275, 0.8661319435149243, 0.890719051678769, 0.9014376773923938]","[0.44944384031399576, 0.4632164352073936, 0.5162671495934769, 0.49133256229865696, 0.4661320535519068, 0.4650462176844605, 0.4484920928148472, 0.4439561559913528]","[0.02106118072474731, 0.02297514860791482, 0.02498365354228956, 0.020657567900113572, 0.03689084970192781, 0.06061903602745292, 0.08881598973227091, 0.11906601952885223]","[0.9199720343398426, 0.8691217749739125, 0.8978985649932248, 0.8935610489028485, 0.9122523578147916, 0.9239540218464389, 0.9153897004907433, 0.9468415250352524]","[1.0, 0.983448101662444, 0.9740498028264406, 0.964231486946978, 0.9629731065409894, 0.9428299810039071, 0.9156527124926098, 0.8783157952352991]","[0.9783875698017914, 0.9857660897096442, 0.9860079051394195, 0.9863668211489598, 0.988911326797527, 0.9746284445306413, 0.9430434934154939, 0.9029881114600357]","[0.0799984412759283, 0.10100679948324164, 0.14111139369023346, 0.1355418796682573, 0.15701410516673842, 0.20725606977700256, 0.23436883694945077, 0.26257732090919284]","[0.6887292899100708, 0.7377913748454292, 0.8349556882966848, 0.8300856719473346, 0.8498096087108213, 0.9263361162698935, 0.9348356173707814, 0.9417320388740302]","[0.0035670663427968914, 0.011008769989457748, 0.035519016154545335, 0.021379366100745742, 0.023048381150793024, 0.04095660282344655, 0.05563299064154543, 0.0770997072728867]","[0.19723287677729567, 0.21487791153029753, 0.2332662115504976, 0.24075413108368116, 0.2812400380234056, 0.3428866232501841, 0.3852813939164816, 0.4221373421981467]","[0.9813180925168169, 0.9825124370661974, 0.9805177575173503, 0.974677893497937, 0.9858963754695054, 0.9803268167261041, 0.9811174755767105, 0.9839560527790647]","[0.976368373198457, 0.9688085481048673, 0.9394134996962398, 0.9552616629034202, 0.9550893930994315, 0.9932719111927993, 0.994116346395691, 1.0]","[0.2521715629222142, 0.25896871540248106, 0.26345368133761643, 0.2763707213925028, 0.261089334752852, 0.25222280052301643, 0.25392036190099837, 0.2545413902755387]","[0.9537614965263775, 0.9394410376354058, 0.9361243160921613, 0.9623643792406171, 0.9443180599042199, 0.9338786141818098, 0.944607160645928, 0.9535938151833583]","[1.0, 0.9795561825579491, 0.9814260342057622, 0.9741345921726526, 0.9797399714928011, 0.962322836605145, 0.9256562512604216, 0.8887522077170635]","[1.0, 0.9693465994536562, 0.9715343649693264, 0.9621285423471136, 0.9674644247734634, 0.9551688674247177, 0.9303031903444494, 0.9108300518953854]","[1.0, 0.9927003277251345, 0.9862544071591638, 0.979582370942293, 0.9801835889158017, 0.957740788024197, 0.9202828703185646, 0.8707671632031632]","[0.9937481366495963, 0.9764211473123144, 0.9903992302467591, 0.9886657655718045, 1.0, 0.9921000143861042, 0.9581739503418079, 0.9353669107485131]","[0.3883843139841564, 0.38799711934351855, 0.3944377405616302, 0.36277962819289744, 0.41424652869661704, 0.4093709394328527, 0.2649026259594491, 0.1519005772266882]","[0.9442044799054888, 0.8898908512733141, 0.910682403667403, 0.8905999649624424, 0.8986172457997393, 0.8998301432061164, 0.8705592227211663, 0.7777525262548418]","[0.298203558914417, 0.290607280761221, 0.28676780960034104, 0.28482854472977126, 0.294612826076127, 0.2637246197509888, 0.21875960152776694, 0.18771484337113262]","[0.9887398730274057, 1.0, 0.9880148763096491, 0.9675525584596404, 0.9843175959527222, 0.9921820463667214, 0.9266702348486047, 0.8581446683003537]"
"[0.7036718067051814, 0.7333225177682756, 0.7549513476409802, 0.7982952439277275, 0.8661319435149243, 0.890719051678769, 0.9014376773923938, 0.9567498403912237]","[0.4632164352073936, 0.5162671495934769, 0.49133256229865696, 0.4661320535519068, 0.4650462176844605, 0.4484920928148472, 0.4439561559913528, 0.43960162070773084]","[0.02297514860791482, 0.02498365354228956, 0.020657567900113572, 0.03689084970192781, 0.06061903602745292, 0.08881598973227091, 0.11906601952885223, 0.16380720368229254]","[0.8691217749739125, 0.8978985649932248, 0.8935610489028485, 0.9122523578147916, 0.9239540218464389, 0.9153897004907433, 0.9468415250352524, 1.0]","[0.983448101662444, 0.9740498028264406, 0.964231486946978, 0.9629731065409894, 0.9428299810039071, 0.9156527124926098, 0.8783157952352991, 0.8260404458112655]","[0.9857660897096442, 0.9860079051394195, 0.9863668211489598, 0.988911326797527, 0.9746284445306413, 0.9430434934154939, 0.9029881114600357, 0.8253024696677419]","[0.10100679948324164, 0.14111139369023346, 0.1355418796682573, 0.15701410516673842, 0.20725606977700256, 0.23436883694945077, 0.26257732090919284, 0.3233019683503723]","[0.7377913748454292, 0.8349556882966848, 0.8300856719473346, 0.8498096087108213, 0.9263361162698935, 0.9348356173707814, 0.9417320388740302, 1.0]","[0.011008769989457748, 0.035519016154545335, 0.021379366100745742, 0.023048381150793024, 0.04095660282344655, 0.05563299064154543, 0.0770997072728867, 0.10986866426541878]","[0.21487791153029753, 0.2332662115504976, 0.24075413108368116, 0.2812400380234056, 0.3428866232501841, 0.3852813939164816, 0.4221373421981467, 0.4983850387196327]","[0.9825124370661974, 0.9805177575173503, 0.974677893497937, 0.9858963754695054, 0.9803268167261041, 0.9811174755767105, 0.9839560527790647, 0.9681157090459864]","[0.9688085481048673, 0.9394134996962398, 0.9552616629034202, 0.9550893930994315, 0.9932719111927993, 0.994116346395691, 1.0, 0.9480658119185066]","[0.25896871540248106, 0.26345368133761643, 0.2763707213925028, 0.261089334752852, 0.25222280052301643, 0.25392036190099837, 0.2545413902755387, 0.2213778307259154]","[0.9394410376354058, 0.9361243160921613, 0.9623643792406171, 0.9443180599042199, 0.9338786141818098, 0.944607160645928, 0.9535938151833583, 0.9728208454881503]","[0.9795561825579491, 0.9814260342057622, 0.9741345921726526, 0.9797399714928011, 0.962322836605145, 0.9256562512604216, 0.8887522077170635, 0.828001415543001]","[0.9693465994536562, 0.9715343649693264, 0.9621285423471136, 0.9674644247734634, 0.9551688674247177, 0.9303031903444494, 0.9108300518953854, 0.8866662467603531]","[0.9927003277251345, 0.9862544071591638, 0.979582370942293, 0.9801835889158017, 0.957740788024197, 0.9202828703185646, 0.8707671632031632, 0.7888474809100328]","[0.9764211473123144, 0.9903992302467591, 0.9886657655718045, 1.0, 0.9921000143861042, 0.9581739503418079, 0.9353669107485131, 0.8873872278969979]","[0.38799711934351855, 0.3944377405616302, 0.36277962819289744, 0.41424652869661704, 0.4093709394328527, 0.2649026259594491, 0.1519005772266882, 0.0620584242803492]","[0.8898908512733141, 0.910682403667403, 0.8905999649624424, 0.8986172457997393, 0.8998301432061164, 0.8705592227211663, 0.7777525262548418, 0.7314657891962044]","[0.290607280761221, 0.28676780960034104, 0.28482854472977126, 0.294612826076127, 0.2637246197509888, 0.21875960152776694, 0.18771484337113262, 0.1609112052681523]","[1.0, 0.9880148763096491, 0.9675525584596404, 0.9843175959527222, 0.9921820463667214, 0.9266702348486047, 0.8581446683003537, 0.7514844476070779]"
"[0.7333225177682756, 0.7549513476409802, 0.7982952439277275, 0.8661319435149243, 0.890719051678769, 0.9014376773923938, 0.9567498403912237, 0.9953854702719656]","[0.5162671495934769, 0.49133256229865696, 0.4661320535519068, 0.4650462176844605, 0.4484920928148472, 0.4439561559913528, 0.43960162070773084, 0.2521131738391571]","[0.02498365354228956, 0.020657567900113572, 0.03689084970192781, 0.06061903602745292, 0.08881598973227091, 0.11906601952885223, 0.16380720368229254, 0.20351954090078275]","[0.8978985649932248, 0.8935610489028485, 0.9122523578147916, 0.9239540218464389, 0.9153897004907433, 0.9468415250352524, 1.0, 0.8568568236525649]","[0.9740498028264406, 0.964231486946978, 0.9629731065409894, 0.9428299810039071, 0.9156527124926098, 0.8783157952352991, 0.8260404458112655, 0.7550305227959864]","[0.9860079051394195, 0.9863668211489598, 0.988911326797527, 0.9746284445306413, 0.9430434934154939, 0.9029881114600357, 0.8253024696677419, 0.6800161368371177]","[0.14111139369023346, 0.1355418796682573, 0.15701410516673842, 0.20725606977700256, 0.23436883694945077, 0.26257732090919284, 0.3233019683503723, 0.28604443381838995]","[0.8349556882966848, 0.8300856719473346, 0.8498096087108213, 0.9263361162698935, 0.9348356173707814, 0.9417320388740302, 1.0, 0.8211388058047363]","[0.035519016154545335, 0.021379366100745742, 0.023048381150793024, 0.04095660282344655, 0.05563299064154543, 0.0770997072728867, 0.10986866426541878, 0.05950211092609446]","[0.2332662115504976, 0.24075413108368116, 0.2812400380234056, 0.3428866232501841, 0.3852813939164816, 0.4221373421981467, 0.4983850387196327, 0.5603009288005739]","[0.9805177575173503, 0.974677893497937, 0.9858963754695054, 0.9803268167261041, 0.9811174755767105, 0.9839560527790647, 0.9681157090459864, 0.9327727607803055]","[0.9394134996962398, 0.9552616629034202, 0.9550893930994315, 0.9932719111927993, 0.994116346395691, 1.0, 0.9480658119185066, 0.8981169978123799]","[0.26345368133761643, 0.2763707213925028, 0.261089334752852, 0.25222280052301643, 0.25392036190099837, 0.2545413902755387, 0.2213778307259154, 0.14774207876808465]","[0.9361243160921613, 0.9623643792406171, 0.9443180599042199, 0.9338786141818098, 0.944607160645928, 0.9535938151833583, 0.9728208454881503, 1.0]","[0.9814260342057622, 0.9741345921726526, 0.9797399714928011, 0.962322836605145, 0.9256562512604216, 0.8887522077170635, 0.828001415543001, 0.6659953465712536]","[0.9715343649693264, 0.9621285423471136, 0.9674644247734634, 0.9551688674247177, 0.9303031903444494, 0.9108300518953854, 0.8866662467603531, 0.7806524423106528]","[0.9862544071591638, 0.979582370942293, 0.9801835889158017, 0.957740788024197, 0.9202828703185646, 0.8707671632031632, 0.7888474809100328, 0.6543938391427901]","[0.9903992302467591, 0.9886657655718045, 1.0, 0.9921000143861042, 0.9581739503418079, 0.9353669107485131, 0.8873872278969979, 0.6817606282408016]","[0.3944377405616302, 0.36277962819289744, 0.41424652869661704, 0.4093709394328527, 0.2649026259594491, 0.1519005772266882, 0.0620584242803492, 0.0]","[0.910682403667403, 0.8905999649624424, 0.8986172457997393, 0.8998301432061164, 0.8705592227211663, 0.7777525262548418, 0.7314657891962044, 0.6270699577029047]","[0.28676780960034104, 0.28482854472977126, 0.294612826076127, 0.2637246197509888, 0.21875960152776694, 0.18771484337113262, 0.1609112052681523, 0.16561857065042757]","[0.9880148763096491, 0.9675525584596404, 0.9843175959527222, 0.9921820463667214, 0.9266702348486047, 0.8581446683003537, 0.7514844476070779, 0.6585762524614516]"
"[0.7549513476409802, 0.7982952439277275, 0.8661319435149243, 0.890719051678769, 0.9014376773923938, 0.9567498403912237, 0.9953854702719656, 1.0]","[0.49133256229865696, 0.4661320535519068, 0.4650462176844605, 0.4484920928148472, 0.4439561559913528, 0.43960162070773084, 0.2521131738391571, 0.0]","[0.020657567900113572, 0.03689084970192781, 0.06061903602745292, 0.08881598973227091, 0.11906601952885223, 0.16380720368229254, 0.20351954090078275, 0.2675397488945767]","[0.8935610489028485, 0.9122523578147916, 0.9239540218464389, 0.9153897004907433, 0.9468415250352524, 1.0, 0.8568568236525649, 0.5857600258905404]","[0.964231486946978, 0.9629731065409894, 0.9428299810039071, 0.9156527124926098, 0.8783157952352991, 0.8260404458112655, 0.7550305227959864, 0.6899319245717283]","[0.9863668211489598, 0.988911326797527, 0.9746284445306413, 0.9430434934154939, 0.9029881114600357, 0.8253024696677419, 0.6800161368371177, 0.47260620755506805]","[0.1355418796682573, 0.15701410516673842, 0.20725606977700256, 0.23436883694945077, 0.26257732090919284, 0.3233019683503723, 0.28604443381838995, 0.22342197479538145]","[0.8300856719473346, 0.8498096087108213, 0.9263361162698935, 0.9348356173707814, 0.9417320388740302, 1.0, 0.8211388058047363, 0.5263223411775709]","[0.021379366100745742, 0.023048381150793024, 0.04095660282344655, 0.05563299064154543, 0.0770997072728867, 0.10986866426541878, 0.05950211092609446, 0.0]","[0.24075413108368116, 0.2812400380234056, 0.3428866232501841, 0.3852813939164816, 0.4221373421981467, 0.4983850387196327, 0.5603009288005739, 0.6283477428472005]","[0.974677893497937, 0.9858963754695054, 0.9803268167261041, 0.9811174755767105, 0.9839560527790647, 0.9681157090459864, 0.9327727607803055, 0.9071612873933439]","[0.9552616629034202, 0.9550893930994315, 0.9932719111927993, 0.994116346395691, 1.0, 0.9480658119185066, 0.8981169978123799, 0.8296795902057299]","[0.2763707213925028, 0.261089334752852, 0.25222280052301643, 0.25392036190099837, 0.2545413902755387, 0.2213778307259154, 0.14774207876808465, 0.043931214329315044]","[0.9623643792406171, 0.9443180599042199, 0.9338786141818098, 0.944607160645928, 0.9535938151833583, 0.9728208454881503, 1.0, 0.989535380197407]","[0.9741345921726526, 0.9797399714928011, 0.962322836605145, 0.9256562512604216, 0.8887522077170635, 0.828001415543001, 0.6659953465712536, 0.4399831489021626]","[0.9621285423471136, 0.9674644247734634, 0.9551688674247177, 0.9303031903444494, 0.9108300518953854, 0.8866662467603531, 0.7806524423106528, 0.6359275481719084]","[0.979582370942293, 0.9801835889158017, 0.957740788024197, 0.9202828703185646, 0.8707671632031632, 0.7888474809100328, 0.6543938391427901, 0.48787204777655635]","[0.9886657655718045, 1.0, 0.9921000143861042, 0.9581739503418079, 0.9353669107485131, 0.8873872278969979, 0.6817606282408016, 0.3563175558085912]","[0.36277962819289744, 0.41424652869661704, 0.4093709394328527, 0.2649026259594491, 0.1519005772266882, 0.0620584242803492, 0.0, 0.09575172793623773]","[0.8905999649624424, 0.8986172457997393, 0.8998301432061164, 0.8705592227211663, 0.7777525262548418, 0.7314657891962044, 0.6270699577029047, 0.4898441259600406]","[0.28482854472977126, 0.294612826076127, 0.2637246197509888, 0.21875960152776694, 0.18771484337113262, 0.1609112052681523, 0.16561857065042757, 0.1742555228693743]","[0.9675525584596404, 0.9843175959527222, 0.9921820463667214, 0.9266702348486047, 0.8581446683003537, 0.7514844476070779, 0.6585762524614516, 0.7105575201291499]"
"[0.7982952439277275, 0.8661319435149243, 0.890719051678769, 0.9014376773923938, 0.9567498403912237, 0.9953854702719656, 1.0, 0.8273488301825821]","[0.4661320535519068, 0.4650462176844605, 0.4484920928148472, 0.4439561559913528, 0.43960162070773084, 0.2521131738391571, 0.0, 0.01428345690188572]","[0.03689084970192781, 0.06061903602745292, 0.08881598973227091, 0.11906601952885223, 0.16380720368229254, 0.20351954090078275, 0.2675397488945767, 0.34970580299468035]","[0.9122523578147916, 0.9239540218464389, 0.9153897004907433, 0.9468415250352524, 1.0, 0.8568568236525649, 0.5857600258905404, 0.6186032486464121]","[0.9629731065409894, 0.9428299810039071, 0.9156527124926098, 0.8783157952352991, 0.8260404458112655, 0.7550305227959864, 0.6899319245717283, 0.5865074857741249]","[0.988911326797527, 0.9746284445306413, 0.9430434934154939, 0.9029881114600357, 0.8253024696677419, 0.6800161368371177, 0.47260620755506805, 0.22022819493620252]","[0.15701410516673842, 0.20725606977700256, 0.23436883694945077, 0.26257732090919284, 0.3233019683503723, 0.28604443381838995, 0.22342197479538145, 0.2210595544182982]","[0.8498096087108213, 0.9263361162698935, 0.9348356173707814, 0.9417320388740302, 1.0, 0.8211388058047363, 0.5263223411775709, 0.34526777673501957]","[0.023048381150793024, 0.04095660282344655, 0.05563299064154543, 0.0770997072728867, 0.10986866426541878, 0.05950211092609446, 0.0, 0.06981993046697413]","[0.2812400380234056, 0.3428866232501841, 0.3852813939164816, 0.4221373421981467, 0.4983850387196327, 0.5603009288005739, 0.6283477428472005, 0.6173136762904299]","[0.9858963754695054, 0.9803268167261041, 0.9811174755767105, 0.9839560527790647, 0.9681157090459864, 0.9327727607803055, 0.9071612873933439, 0.8997443608743361]","[0.9550893930994315, 0.9932719111927993, 0.994116346395691, 1.0, 0.9480658119185066, 0.8981169978123799, 0.8296795902057299, 0.7846637802543888]","[0.261089334752852, 0.25222280052301643, 0.25392036190099837, 0.2545413902755387, 0.2213778307259154, 0.14774207876808465, 0.043931214329315044, 0.0]","[0.9443180599042199, 0.9338786141818098, 0.944607160645928, 0.9535938151833583, 0.9728208454881503, 1.0, 0.989535380197407, 0.9124194432220089]","[0.9797399714928011, 0.962322836605145, 0.9256562512604216, 0.8887522077170635, 0.828001415543001, 0.6659953465712536, 0.4399831489021626, 0.24748464687116825]","[0.9674644247734634, 0.9551688674247177, 0.9303031903444494, 0.9108300518953854, 0.8866662467603531, 0.7806524423106528, 0.6359275481719084, 0.563538884451332]","[0.9801835889158017, 0.957740788024197, 0.9202828703185646, 0.8707671632031632, 0.7888474809100328, 0.6543938391427901, 0.48787204777655635, 0.2682778959747288]","[1.0, 0.9921000143861042, 0.9581739503418079, 0.9353669107485131, 0.8873872278969979, 0.6817606282408016, 0.3563175558085912, 0.13362310599054997]","[0.41424652869661704, 0.4093709394328527, 0.2649026259594491, 0.1519005772266882, 0.0620584242803492, 0.0, 0.09575172793623773, 0.1806232485017252]","[0.8986172457997393, 0.8998301432061164, 0.8705592227211663, 0.7777525262548418, 0.7314657891962044, 0.6270699577029047, 0.4898441259600406, 0.42990869048161956]","[0.294612826076127, 0.2637246197509888, 0.21875960152776694, 0.18771484337113262, 0.1609112052681523, 0.16561857065042757, 0.1742555228693743, 0.34515219462272506]","[0.9843175959527222, 0.9921820463667214, 0.9266702348486047, 0.8581446683003537, 0.7514844476070779, 0.6585762524614516, 0.7105575201291499, 0.5962809971925073]"
"[0.8661319435149243, 0.890719051678769, 0.9014376773923938, 0.9567498403912237, 0.9953854702719656, 1.0, 0.8273488301825821, 0.5112592646412102]","[0.4650462176844605, 0.4484920928148472, 0.4439561559913528, 0.43960162070773084, 0.2521131738391571, 0.0, 0.01428345690188572, 0.2159636326068399]","[0.06061903602745292, 0.08881598973227091, 0.11906601952885223, 0.16380720368229254, 0.20351954090078275, 0.2675397488945767, 0.34970580299468035, 0.4721198533222185]","[0.9239540218464389, 0.9153897004907433, 0.9468415250352524, 1.0, 0.8568568236525649, 0.5857600258905404, 0.6186032486464121, 0.8563856734709008]","[0.9428299810039071, 0.9156527124926098, 0.8783157952352991, 0.8260404458112655, 0.7550305227959864, 0.6899319245717283, 0.5865074857741249, 0.44819667925924705]","[0.9746284445306413, 0.9430434934154939, 0.9029881114600357, 0.8253024696677419, 0.6800161368371177, 0.47260620755506805, 0.22022819493620252, 0.03608602542894035]","[0.20725606977700256, 0.23436883694945077, 0.26257732090919284, 0.3233019683503723, 0.28604443381838995, 0.22342197479538145, 0.2210595544182982, 0.27573929365641414]","[0.9263361162698935, 0.9348356173707814, 0.9417320388740302, 1.0, 0.8211388058047363, 0.5263223411775709, 0.34526777673501957, 0.2227404243655191]","[0.04095660282344655, 0.05563299064154543, 0.0770997072728867, 0.10986866426541878, 0.05950211092609446, 0.0, 0.06981993046697413, 0.2518979357187397]","[0.3428866232501841, 0.3852813939164816, 0.4221373421981467, 0.4983850387196327, 0.5603009288005739, 0.6283477428472005, 0.6173136762904299, 0.56844735334222]","[0.9803268167261041, 0.9811174755767105, 0.9839560527790647, 0.9681157090459864, 0.9327727607803055, 0.9071612873933439, 0.8997443608743361, 0.7354131122799665]","[0.9932719111927993, 0.994116346395691, 1.0, 0.9480658119185066, 0.8981169978123799, 0.8296795902057299, 0.7846637802543888, 0.6850415252332938]","[0.25222280052301643, 0.25392036190099837, 0.2545413902755387, 0.2213778307259154, 0.14774207876808465, 0.043931214329315044, 0.0, 0.12873299338638625]","[0.9338786141818098, 0.944607160645928, 0.9535938151833583, 0.9728208454881503, 1.0, 0.989535380197407, 0.9124194432220089, 0.6733774472603472]","[0.962322836605145, 0.9256562512604216, 0.8887522077170635, 0.828001415543001, 0.6659953465712536, 0.4399831489021626, 0.24748464687116825, 0.12445308375551419]","[0.9551688674247177, 0.9303031903444494, 0.9108300518953854, 0.8866662467603531, 0.7806524423106528, 0.6359275481719084, 0.563538884451332, 0.5326184356118764]","[0.957740788024197, 0.9202828703185646, 0.8707671632031632, 0.7888474809100328, 0.6543938391427901, 0.48787204777655635, 0.2682778959747288, 0.06400726586839144]","[0.9921000143861042, 0.9581739503418079, 0.9353669107485131, 0.8873872278969979, 0.6817606282408016, 0.3563175558085912, 0.13362310599054997, 0.07330257305409482]","[0.4093709394328527, 0.2649026259594491, 0.1519005772266882, 0.0620584242803492, 0.0, 0.09575172793623773, 0.1806232485017252, 0.9290898126827724]","[0.8998301432061164, 0.8705592227211663, 0.7777525262548418, 0.7314657891962044, 0.6270699577029047, 0.4898441259600406, 0.42990869048161956, 0.2432361414358188]","[0.2637246197509888, 0.21875960152776694, 0.18771484337113262, 0.1609112052681523, 0.16561857065042757, 0.1742555228693743, 0.34515219462272506, 0.7075900432437242]","[0.9921820463667214, 0.9266702348486047, 0.8581446683003537, 0.7514844476070779, 0.6585762524614516, 0.7105575201291499, 0.5962809971925073, 0.0]"
"[0.890719051678769, 0.9014376773923938, 0.9567498403912237, 0.9953854702719656, 1.0, 0.8273488301825821, 0.5112592646412102, 0.07448258142614812]","[0.4484920928148472, 0.4439561559913528, 0.43960162070773084, 0.2521131738391571, 0.0, 0.01428345690188572, 0.2159636326068399, 0.44976258974213734]","[0.08881598973227091, 0.11906601952885223, 0.16380720368229254, 0.20351954090078275, 0.2675397488945767, 0.34970580299468035, 0.4721198533222185, 0.5509913789114175]","[0.9153897004907433, 0.9468415250352524, 1.0, 0.8568568236525649, 0.5857600258905404, 0.6186032486464121, 0.8563856734709008, 0.7743080727705101]","[0.9156527124926098, 0.8783157952352991, 0.8260404458112655, 0.7550305227959864, 0.6899319245717283, 0.5865074857741249, 0.44819667925924705, 0.3908028715673272]","[0.9430434934154939, 0.9029881114600357, 0.8253024696677419, 0.6800161368371177, 0.47260620755506805, 0.22022819493620252, 0.03608602542894035, 0.0]","[0.23436883694945077, 0.26257732090919284, 0.3233019683503723, 0.28604443381838995, 0.22342197479538145, 0.2210595544182982, 0.27573929365641414, 0.2541216520860991]","[0.9348356173707814, 0.9417320388740302, 1.0, 0.8211388058047363, 0.5263223411775709, 0.34526777673501957, 0.2227404243655191, 0.0]","[0.05563299064154543, 0.0770997072728867, 0.10986866426541878, 0.05950211092609446, 0.0, 0.06981993046697413, 0.2518979357187397, 0.414148737066681]","[0.3852813939164816, 0.4221373421981467, 0.4983850387196327, 0.5603009288005739, 0.6283477428472005, 0.6173136762904299, 0.56844735334222, 0.4085477276797093]","[0.9811174755767105, 0.9839560527790647, 0.9681157090459864, 0.9327727607803055, 0.9071612873933439, 0.8997443608743361, 0.7354131122799665, 0.20517787070592197]","[0.994116346395691, 1.0, 0.9480658119185066, 0.8981169978123799, 0.8296795902057299, 0.7846637802543888, 0.6850415252332938, 0.21812706268463386]","[0.25392036190099837, 0.2545413902755387, 0.2213778307259154, 0.14774207876808465, 0.043931214329315044, 0.0, 0.12873299338638625, 0.33139066407742285]","[0.944607160645928, 0.9535938151833583, 0.9728208454881503, 1.0, 0.989535380197407, 0.9124194432220089, 0.6733774472603472, 0.30120160009330693]","[0.9256562512604216, 0.8887522077170635, 0.828001415543001, 0.6659953465712536, 0.4399831489021626, 0.24748464687116825, 0.12445308375551419, 0.04608203731910151]","[0.9303031903444494, 0.9108300518953854, 0.8866662467603531, 0.7806524423106528, 0.6359275481719084, 0.563538884451332, 0.5326184356118764, 0.4583581703771086]","[0.9202828703185646, 0.8707671632031632, 0.7888474809100328, 0.6543938391427901, 0.48787204777655635, 0.2682778959747288, 0.06400726586839144, 0.00274822190748799]","[0.9581739503418079, 0.9353669107485131, 0.8873872278969979, 0.6817606282408016, 0.3563175558085912, 0.13362310599054997, 0.07330257305409482, 0.0]","[0.2649026259594491, 0.1519005772266882, 0.0620584242803492, 0.0, 0.09575172793623773, 0.1806232485017252, 0.9290898126827724, 0.10172702378034859]","[0.8705592227211663, 0.7777525262548418, 0.7314657891962044, 0.6270699577029047, 0.4898441259600406, 0.42990869048161956, 0.2432361414358188, 0.4119681252546876]","[0.21875960152776694, 0.18771484337113262, 0.1609112052681523, 0.16561857065042757, 0.1742555228693743, 0.34515219462272506, 0.7075900432437242, 0.809697371459902]","[0.9266702348486047, 0.8581446683003537, 0.7514844476070779, 0.6585762524614516, 0.7105575201291499, 0.5962809971925073, 0.0, 0.1489168562526357]"
"[0.9014376773923938, 0.9567498403912237, 0.9953854702719656, 1.0, 0.8273488301825821, 0.5112592646412102, 0.07448258142614812, 0.0]","[0.4439561559913528, 0.43960162070773084, 0.2521131738391571, 0.0, 0.01428345690188572, 0.2159636326068399, 0.44976258974213734, 0.549300521515585]","[0.11906601952885223, 0.16380720368229254, 0.20351954090078275, 0.2675397488945767, 0.34970580299468035, 0.4721198533222185, 0.5509913789114175, 0.8290110819688605]","[0.9468415250352524, 1.0, 0.8568568236525649, 0.5857600258905404, 0.6186032486464121, 0.8563856734709008, 0.7743080727705101, 0.6132036911702305]","[0.8783157952352991, 0.8260404458112655, 0.7550305227959864, 0.6899319245717283, 0.5865074857741249, 0.44819667925924705, 0.3908028715673272, 0.24183591387563483]","[0.9029881114600357, 0.8253024696677419, 0.6800161368371177, 0.47260620755506805, 0.22022819493620252, 0.03608602542894035, 0.0, 0.1744011023934186]","[0.26257732090919284, 0.3233019683503723, 0.28604443381838995, 0.22342197479538145, 0.2210595544182982, 0.27573929365641414, 0.2541216520860991, 0.5013842382246435]","[0.9417320388740302, 1.0, 0.8211388058047363, 0.5263223411775709, 0.34526777673501957, 0.2227404243655191, 0.0, 0.03304488258635497]","[0.0770997072728867, 0.10986866426541878, 0.05950211092609446, 0.0, 0.06981993046697413, 0.2518979357187397, 0.414148737066681, 0.6725509682402453]","[0.4221373421981467, 0.4983850387196327, 0.5603009288005739, 0.6283477428472005, 0.6173136762904299, 0.56844735334222, 0.4085477276797093, 0.651985864664307]","[0.9839560527790647, 0.9681157090459864, 0.9327727607803055, 0.9071612873933439, 0.8997443608743361, 0.7354131122799665, 0.20517787070592197, 0.7211119810592633]","[1.0, 0.9480658119185066, 0.8981169978123799, 0.8296795902057299, 0.7846637802543888, 0.6850415252332938, 0.21812706268463386, 0.6338040877120501]","[0.2545413902755387, 0.2213778307259154, 0.14774207876808465, 0.043931214329315044, 0.0, 0.12873299338638625, 0.33139066407742285, 0.3521419320433553]","[0.9535938151833583, 0.9728208454881503, 1.0, 0.989535380197407, 0.9124194432220089, 0.6733774472603472, 0.30120160009330693, 0.0]","[0.8887522077170635, 0.828001415543001, 0.6659953465712536, 0.4399831489021626, 0.24748464687116825, 0.12445308375551419, 0.04608203731910151, 0.0]","[0.9108300518953854, 0.8866662467603531, 0.7806524423106528, 0.6359275481719084, 0.563538884451332, 0.5326184356118764, 0.4583581703771086, 0.28326291953936644]","[0.8707671632031632, 0.7888474809100328, 0.6543938391427901, 0.48787204777655635, 0.2682778959747288, 0.06400726586839144, 0.00274822190748799, 0.0]","[0.9353669107485131, 0.8873872278969979, 0.6817606282408016, 0.3563175558085912, 0.13362310599054997, 0.07330257305409482, 0.0, 0.08775657137882525]","[0.1519005772266882, 0.0620584242803492, 0.0, 0.09575172793623773, 0.1806232485017252, 0.9290898126827724, 0.10172702378034859, 0.7357782577557133]","[0.7777525262548418, 0.7314657891962044, 0.6270699577029047, 0.4898441259600406, 0.42990869048161956, 0.2432361414358188, 0.4119681252546876, 0.25474697133080204]","[0.18771484337113262, 0.1609112052681523, 0.16561857065042757, 0.1742555228693743, 0.34515219462272506, 0.7075900432437242, 0.809697371459902, 1.0]","[0.8581446683003537, 0.7514844476070779, 0.6585762524614516, 0.7105575201291499, 0.5962809971925073, 0.0, 0.1489168562526357, 0.41574822197344186]"
